"Album","Year","Continent","Country","Sales","Pure_sales_index"
"Taylor Swift","2016","South America","Paraguay",37,0.037
"Taylor Swift","2017","South America","Paraguay",33,0.033
"Taylor Swift","2018","South America","Paraguay",27,0.027
"Taylor Swift","2019","South America","Paraguay",44,0.044
"Taylor Swift","2020","South America","Paraguay",46,0.046
"Taylor Swift","2021","South America","Paraguay",44,0.044
"Taylor Swift","2006","South America","Peru",2000,2
"Taylor Swift","2007","South America","Peru",3000,3
"Taylor Swift","2008","South America","Peru",6000,6
"Taylor Swift","2009","South America","Peru",1200,1.2
"Taylor Swift","2010","South America","Peru",900,0.9
"Taylor Swift","2011","South America","Peru",800,0.8
"Taylor Swift","2012","South America","Peru",600,0.6
"Taylor Swift","2013","South America","Peru",550,0.55
"Taylor Swift","2014","South America","Peru",400,0.4
"Taylor Swift","2015","South America","Peru",350,0.35
"Taylor Swift","2016","South America","Peru",20,0.02
"Taylor Swift","2017","South America","Peru",100,0.1
"Taylor Swift","2018","South America","Peru",50,0.05
"Taylor Swift","2019","South America","Peru",15,0.015
"Taylor Swift","2020","South America","Peru",10,0.01
"Taylor Swift","2021","South America","Peru",5,0.005
"Taylor Swift","2006","South America","Uruguay",2000,2
"Taylor Swift","2007","South America","Uruguay",3000,3
"Taylor Swift","2008","South America","Uruguay",6000,6
"Taylor Swift","2009","South America","Uruguay",1200,1.2
"Taylor Swift","2010","South America","Uruguay",900,0.9
"Taylor Swift","2011","South America","Uruguay",800,0.8
"Taylor Swift","2012","South America","Uruguay",600,0.6
"Taylor Swift","2013","South America","Uruguay",550,0.55
"Taylor Swift","2014","South America","Uruguay",400,0.4
"Taylor Swift","2015","South America","Uruguay",350,0.35
"Taylor Swift","2016","South America","Uruguay",20,0.02
"Taylor Swift","2017","South America","Uruguay",100,0.1
"Taylor Swift","2018","South America","Uruguay",50,0.05
"Taylor Swift","2019","South America","Uruguay",15,0.015
"Taylor Swift","2020","South America","Uruguay",10,0.01
"Taylor Swift","2021","South America","Uruguay",5,0.005
"Taylor Swift","2006","South America","Venezuela",2000,2
"Taylor Swift","2007","South America","Venezuela",3000,3
"Taylor Swift","2008","South America","Venezuela",6000,6
"Taylor Swift","2009","South America","Venezuela",1200,1.2
"Taylor Swift","2010","South America","Venezuela",900,0.9
"Taylor Swift","2011","South America","Venezuela",800,0.8
"Taylor Swift","2012","South America","Venezuela",600,0.6
"Taylor Swift","2013","South America","Venezuela",550,0.55
"Taylor Swift","2014","South America","Venezuela",400,0.4
"Taylor Swift","2015","South America","Venezuela",350,0.35
"Taylor Swift","2016","South America","Venezuela",20,0.02
"Taylor Swift","2017","South America","Venezuela",100,0.1
"Taylor Swift","2018","South America","Venezuela",50,0.05
"Taylor Swift","2019","South America","Venezuela",15,0.015
"Taylor Swift","2020","South America","Venezuela",10,0.01
"Taylor Swift","2021","South America","Venezuela",5,0.005
"Fearless","2008","Asia","Afghanistan",700,0.7
"Fearless","2009","Asia","Afghanistan",600,0.6
"Fearless","2010","Asia","Afghanistan",550,0.55
"Fearless","2011","Asia","Afghanistan",550,0.55
"Fearless","2012","Asia","Afghanistan",400,0.4
"Fearless","2013","Asia","Afghanistan",390,0.39
"Fearless","2014","Asia","Afghanistan",400,0.4
"Fearless","2015","Asia","Afghanistan",300,0.3
"Fearless","2016","Asia","Afghanistan",30,0.03
"Fearless","2017","Asia","Afghanistan",100,0.1
"Fearless","2018","Asia","Afghanistan",90,0.09
"Fearless","2019","Asia","Afghanistan",80,0.08
"Fearless","2020","Asia","Afghanistan",40,0.04
"Fearless","2021","Asia","Afghanistan",20,0.02
"Fearless","2008","Asia","Azerbaijan",35,0.035
"Fearless","2009","Asia","Azerbaijan",41,0.041
"Fearless","2010","Asia","Azerbaijan",46,0.046
"Fearless","2011","Asia","Azerbaijan",46,0.046
"Fearless","2012","Asia","Azerbaijan",27,0.027
"Fearless","2013","Asia","Azerbaijan",27,0.027
"Fearless","2014","Asia","Azerbaijan",54,0.054
"Fearless","2015","Asia","Azerbaijan",51,0.051
"Fearless","2016","Asia","Azerbaijan",62,0.062
"Fearless","2017","Asia","Azerbaijan",47,0.047
"Fearless","2018","Asia","Azerbaijan",46,0.046
"Fearless","2019","Asia","Azerbaijan",45,0.045
"Fearless","2020","Asia","Azerbaijan",38,0.038
"Fearless","2021","Asia","Azerbaijan",28,0.028
"Fearless","2008","Asia","Bahrain",19,0.019
"Fearless","2009","Asia","Bahrain",33,0.033
"Fearless","2010","Asia","Bahrain",36,0.036
"Fearless","2011","Asia","Bahrain",26,0.026
"Fearless","2012","Asia","Bahrain",27,0.027
"Fearless","2013","Asia","Bahrain",38,0.038
"Fearless","2014","Asia","Bahrain",38,0.038
"Fearless","2015","Asia","Bahrain",34,0.034
"Fearless","2016","Asia","Bahrain",47,0.047
"Fearless","2017","Asia","Bahrain",38,0.038
"Fearless","2018","Asia","Bahrain",30,0.03
"Fearless","2019","Asia","Bahrain",42,0.042
"Fearless","2020","Asia","Bahrain",37,0.037
"Fearless","2021","Asia","Bahrain",49,0.049
"Fearless","2008","Asia","Bangladesh",33300,33.3
"Fearless","2009","Asia","Bangladesh",22300,22.3
"Fearless","2010","Asia","Bangladesh",11100,11.1
"Fearless","2011","Asia","Bangladesh",10000,10
"Fearless","2012","Asia","Bangladesh",6900,6.9
"Fearless","2013","Asia","Bangladesh",2870,2.87
"Fearless","2014","Asia","Bangladesh",1730,1.73
"Fearless","2015","Asia","Bangladesh",1600,1.6
"Fearless","2016","Asia","Bangladesh",150,0.15
"Fearless","2017","Asia","Bangladesh",1300,1.3
"Fearless","2018","Asia","Bangladesh",900,0.9
"Fearless","2019","Asia","Bangladesh",400,0.4
"Fearless","2020","Asia","Bangladesh",100,0.1
"Fearless","2021","Asia","Bangladesh",50,0.05
"Fearless","2008","Asia","Brunei",19,0.019
"Fearless","2009","Asia","Brunei",51,0.051
"Fearless","2010","Asia","Brunei",44,0.044
"Fearless","2011","Asia","Brunei",46,0.046
"Fearless","2012","Asia","Brunei",52,0.052
"Fearless","2013","Asia","Brunei",35,0.035
"Fearless","2014","Asia","Brunei",28,0.028
"Fearless","2015","Asia","Brunei",56,0.056
"Fearless","2016","Asia","Brunei",35,0.035
"Fearless","2017","Asia","Brunei",39,0.039
"Fearless","2018","Asia","Brunei",43,0.043
"Fearless","2019","Asia","Brunei",47,0.047
"Fearless","2020","Asia","Brunei",45,0.045
"Fearless","2021","Asia","Brunei",26,0.026
"Fearless","2008","Asia","Cambodia",41,0.041
"Fearless","2009","Asia","Cambodia",35,0.035
"Fearless","2010","Asia","Cambodia",45,0.045
"Fearless","2011","Asia","Cambodia",37,0.037
"Fearless","2012","Asia","Cambodia",31,0.031
"Fearless","2013","Asia","Cambodia",40,0.04
"Fearless","2014","Asia","Cambodia",45,0.045
"Fearless","2015","Asia","Cambodia",16,0.016
"Fearless","2016","Asia","Cambodia",15,0.015
"Fearless","2017","Asia","Cambodia",40,0.04
"Fearless","2018","Asia","Cambodia",28,0.028
"Fearless","2019","Asia","Cambodia",56,0.056
"Fearless","2020","Asia","Cambodia",43,0.043
"Fearless","2021","Asia","Cambodia",39,0.039
"Fearless","2008","Asia","China",160000,100
"Fearless","2009","Asia","China",1e+05,100
"Fearless","2010","Asia","China",155000,100
"Fearless","2011","Asia","China",150000,100
"Fearless","2012","Asia","China",98000,98
"Fearless","2013","Asia","China",56000,56
"Fearless","2014","Asia","China",43000,43
"Fearless","2015","Asia","China",34000,34
"Fearless","2016","Asia","China",9000,9
"Fearless","2017","Asia","China",12000,12
"Fearless","2018","Asia","China",3000,3
"Fearless","2019","Asia","China",2500,2.5
"Fearless","2020","Asia","China",2000,2
"Fearless","2021","Asia","China",1500,1.5
"Fearless","2008","Asia","India",32000,32
"Fearless","2009","Asia","India",21000,21
"Fearless","2010","Asia","India",13100,13.1
"Fearless","2011","Asia","India",11000,11
"Fearless","2012","Asia","India",9000,9
"Fearless","2013","Asia","India",8700,8.7
"Fearless","2014","Asia","India",7300,7.3
"Fearless","2015","Asia","India",2600,2.6
"Fearless","2016","Asia","India",150,0.15
"Fearless","2017","Asia","India",1200,1.2
"Fearless","2018","Asia","India",900,0.9
"Fearless","2019","Asia","India",400,0.4
"Fearless","2020","Asia","India",100,0.1
"Fearless","2021","Asia","India",50,0.05
"Fearless","2008","Asia","Indonesia",45,0.045
"Fearless","2009","Asia","Indonesia",43,0.043
"Fearless","2010","Asia","Indonesia",24,0.024
"Fearless","2011","Asia","Indonesia",44,0.044
"Fearless","2012","Asia","Indonesia",43,0.043
"Fearless","2013","Asia","Indonesia",31,0.031
"Fearless","2014","Asia","Indonesia",47,0.047
"Fearless","2015","Asia","Indonesia",36,0.036
"Fearless","2016","Asia","Indonesia",46,0.046
"Fearless","2017","Asia","Indonesia",41,0.041
"Fearless","2018","Asia","Indonesia",34,0.034
"Fearless","2019","Asia","Indonesia",46,0.046
"Fearless","2020","Asia","Indonesia",53,0.053
"Fearless","2021","Asia","Indonesia",21,0.021
"Fearless","2008","Asia","Iran",700,0.7
"Fearless","2009","Asia","Iran",600,0.6
"Fearless","2010","Asia","Iran",550,0.55
"Fearless","2011","Asia","Iran",550,0.55
"Fearless","2012","Asia","Iran",400,0.4
"Fearless","2013","Asia","Iran",390,0.39
"Fearless","2014","Asia","Iran",400,0.4
"Fearless","2015","Asia","Iran",300,0.3
"Fearless","2016","Asia","Iran",30,0.03
"Fearless","2017","Asia","Iran",100,0.1
"Fearless","2018","Asia","Iran",90,0.09
"Fearless","2019","Asia","Iran",80,0.08
"Fearless","2020","Asia","Iran",40,0.04
"Fearless","2021","Asia","Iran",20,0.02
"Fearless","2008","Asia","Iraq",700,0.7
"Fearless","2009","Asia","Iraq",600,0.6
"Fearless","2010","Asia","Iraq",550,0.55
"Fearless","2011","Asia","Iraq",550,0.55
"Fearless","2012","Asia","Iraq",400,0.4
"Fearless","2013","Asia","Iraq",390,0.39
"Fearless","2014","Asia","Iraq",400,0.4
"Fearless","2015","Asia","Iraq",300,0.3
"Fearless","2016","Asia","Iraq",30,0.03
"Fearless","2017","Asia","Iraq",100,0.1
"Fearless","2018","Asia","Iraq",90,0.09
"Fearless","2019","Asia","Iraq",80,0.08
"Fearless","2020","Asia","Iraq",40,0.04
"Fearless","2021","Asia","Iraq",20,0.02
"Fearless","2008","Asia","Israel",40,0.04
"Fearless","2009","Asia","Israel",39,0.039
"Fearless","2010","Asia","Israel",23,0.023
"Fearless","2011","Asia","Israel",49,0.049
"Fearless","2012","Asia","Israel",28,0.028
"Fearless","2013","Asia","Israel",35,0.035
"Fearless","2014","Asia","Israel",36,0.036
"Fearless","2015","Asia","Israel",42,0.042
"Fearless","2016","Asia","Israel",51,0.051
"Fearless","2017","Asia","Israel",15,0.015
"Fearless","2018","Asia","Israel",25,0.025
"Fearless","2019","Asia","Israel",51,0.051
"Fearless","2020","Asia","Israel",34,0.034
"Fearless","2021","Asia","Israel",38,0.038
"Fearless","2008","Asia","Japan",101000,100
"Fearless","2009","Asia","Japan",61000,61
"Fearless","2010","Asia","Japan",25800,25.8
"Fearless","2011","Asia","Japan",13000,13
"Fearless","2012","Asia","Japan",12600,12.6
"Fearless","2013","Asia","Japan",11700,11.7
"Fearless","2014","Asia","Japan",9500,9.5
"Fearless","2015","Asia","Japan",8000,8
"Fearless","2016","Asia","Japan",500,0.5
"Fearless","2017","Asia","Japan",1100,1.1
"Fearless","2018","Asia","Japan",2000,2
"Fearless","2019","Asia","Japan",900,0.9
"Fearless","2020","Asia","Japan",500,0.5
"Fearless","2021","Asia","Japan",300,0.3
"Fearless","2008","Asia","Jordan",32,0.032
"Fearless","2009","Asia","Jordan",46,0.046
"Fearless","2010","Asia","Jordan",37,0.037
"Fearless","2011","Asia","Jordan",37,0.037
"Fearless","2012","Asia","Jordan",45,0.045
"Fearless","2013","Asia","Jordan",23,0.023
"Fearless","2014","Asia","Jordan",37,0.037
"Fearless","2015","Asia","Jordan",35,0.035
"Fearless","2016","Asia","Jordan",31,0.031
"Fearless","2017","Asia","Jordan",42,0.042
"Fearless","2018","Asia","Jordan",50,0.05
"Fearless","2019","Asia","Jordan",22,0.022
"Fearless","2020","Asia","Jordan",35,0.035
"Fearless","2021","Asia","Jordan",25,0.025
"Fearless","2008","Asia","Kazakhstan",22,0.022
"Fearless","2009","Asia","Kazakhstan",38,0.038
"Fearless","2010","Asia","Kazakhstan",41,0.041
"Fearless","2011","Asia","Kazakhstan",53,0.053
"Fearless","2012","Asia","Kazakhstan",55,0.055
"Fearless","2013","Asia","Kazakhstan",35,0.035
"Fearless","2014","Asia","Kazakhstan",28,0.028
"Fearless","2015","Asia","Kazakhstan",18,0.018
"Fearless","2016","Asia","Kazakhstan",41,0.041
"Fearless","2017","Asia","Kazakhstan",20,0.02
"Fearless","2018","Asia","Kazakhstan",28,0.028
"Fearless","2019","Asia","Kazakhstan",56,0.056
"Fearless","2020","Asia","Kazakhstan",30,0.03
"Fearless","2021","Asia","Kazakhstan",46,0.046
"Fearless","2008","Asia","Kuwait",31,0.031
"Fearless","2009","Asia","Kuwait",46,0.046
"Fearless","2010","Asia","Kuwait",30,0.03
"Fearless","2011","Asia","Kuwait",36,0.036
"Fearless","2012","Asia","Kuwait",50,0.05
"Fearless","2013","Asia","Kuwait",22,0.022
"Fearless","2014","Asia","Kuwait",24,0.024
"Fearless","2015","Asia","Kuwait",44,0.044
"Fearless","2016","Asia","Kuwait",32,0.032
"Fearless","2017","Asia","Kuwait",30,0.03
"Fearless","2018","Asia","Kuwait",35,0.035
"Fearless","2019","Asia","Kuwait",34,0.034
"Fearless","2020","Asia","Kuwait",35,0.035
"Fearless","2021","Asia","Kuwait",40,0.04
"Fearless","2008","Asia","Kyrgyzstan",40,0.04
"Fearless","2009","Asia","Kyrgyzstan",28,0.028
"Fearless","2010","Asia","Kyrgyzstan",21,0.021
"Fearless","2011","Asia","Kyrgyzstan",29,0.029
"Fearless","2012","Asia","Kyrgyzstan",41,0.041
"Fearless","2013","Asia","Kyrgyzstan",21,0.021
"Fearless","2014","Asia","Kyrgyzstan",51,0.051
"Fearless","2015","Asia","Kyrgyzstan",42,0.042
"Fearless","2016","Asia","Kyrgyzstan",38,0.038
"Fearless","2017","Asia","Kyrgyzstan",24,0.024
"Fearless","2018","Asia","Kyrgyzstan",23,0.023
"Fearless","2019","Asia","Kyrgyzstan",29,0.029
"Fearless","2020","Asia","Kyrgyzstan",36,0.036
"Fearless","2021","Asia","Kyrgyzstan",14,0.014
"Fearless","2008","Asia","Laos",16000,16
"Fearless","2009","Asia","Laos",17000,17
"Fearless","2010","Asia","Laos",13100,13.1
"Fearless","2011","Asia","Laos",11000,11
"Fearless","2012","Asia","Laos",9000,9
"Fearless","2013","Asia","Laos",8700,8.7
"Fearless","2014","Asia","Laos",7300,7.3
"Fearless","2015","Asia","Laos",2600,2.6
"Fearless","2016","Asia","Laos",150,0.15
"Fearless","2017","Asia","Laos",1200,1.2
"Fearless","2018","Asia","Laos",900,0.9
"Fearless","2019","Asia","Laos",400,0.4
"Fearless","2020","Asia","Laos",100,0.1
"Fearless","2021","Asia","Laos",50,0.05
"Fearless","2008","Asia","Lebanon",40,0.04
"Fearless","2009","Asia","Lebanon",23,0.023
"Fearless","2010","Asia","Lebanon",34,0.034
"Fearless","2011","Asia","Lebanon",26,0.026
"Fearless","2012","Asia","Lebanon",33,0.033
"Fearless","2013","Asia","Lebanon",29,0.029
"Fearless","2014","Asia","Lebanon",30,0.03
"Fearless","2015","Asia","Lebanon",30,0.03
"Fearless","2016","Asia","Lebanon",16,0.016
"Fearless","2017","Asia","Lebanon",22,0.022
"Fearless","2018","Asia","Lebanon",48,0.048
"Fearless","2019","Asia","Lebanon",42,0.042
"Fearless","2020","Asia","Lebanon",54,0.054
"Fearless","2021","Asia","Lebanon",37,0.037
"Fearless","2008","Asia","Malaysia",26000,26
"Fearless","2009","Asia","Malaysia",21000,21
"Fearless","2010","Asia","Malaysia",13100,13.1
"Fearless","2011","Asia","Malaysia",11000,11
"Fearless","2012","Asia","Malaysia",9000,9
"Fearless","2013","Asia","Malaysia",8700,8.7
"Fearless","2014","Asia","Malaysia",7300,7.3
"Fearless","2015","Asia","Malaysia",2600,2.6
"Fearless","2016","Asia","Malaysia",150,0.15
"Fearless","2017","Asia","Malaysia",1200,1.2
"Fearless","2018","Asia","Malaysia",900,0.9
"Fearless","2019","Asia","Malaysia",400,0.4
"Fearless","2020","Asia","Malaysia",100,0.1
"Fearless","2021","Asia","Malaysia",50,0.05
"Fearless","2008","Asia","Maldives",17,0.017
"Fearless","2009","Asia","Maldives",32,0.032
"Fearless","2010","Asia","Maldives",50,0.05
"Fearless","2011","Asia","Maldives",43,0.043
"Fearless","2012","Asia","Maldives",33,0.033
"Fearless","2013","Asia","Maldives",29,0.029
"Fearless","2014","Asia","Maldives",48,0.048
"Fearless","2015","Asia","Maldives",25,0.025
"Fearless","2016","Asia","Maldives",28,0.028
"Fearless","2017","Asia","Maldives",18,0.018
"Fearless","2018","Asia","Maldives",20,0.02
"Fearless","2019","Asia","Maldives",47,0.047
"Fearless","2020","Asia","Maldives",40,0.04
"Fearless","2021","Asia","Maldives",43,0.043
"Fearless","2008","Asia","Mongolia",30,0.03
"Fearless","2009","Asia","Mongolia",58,0.058
"Fearless","2010","Asia","Mongolia",44,0.044
"Fearless","2011","Asia","Mongolia",43,0.043
"Fearless","2012","Asia","Mongolia",50,0.05
"Fearless","2013","Asia","Mongolia",37,0.037
"Fearless","2014","Asia","Mongolia",35,0.035
"Fearless","2015","Asia","Mongolia",1,0.001
"Fearless","2016","Asia","Mongolia",45,0.045
"Fearless","2017","Asia","Mongolia",43,0.043
"Fearless","2018","Asia","Mongolia",40,0.04
"Fearless","2019","Asia","Mongolia",24,0.024
"Fearless","2020","Asia","Mongolia",30,0.03
"Fearless","2021","Asia","Mongolia",42,0.042
"Fearless","2008","Asia","Myanmar",44,0.044
"Fearless","2009","Asia","Myanmar",47,0.047
"Fearless","2010","Asia","Myanmar",29,0.029
"Fearless","2011","Asia","Myanmar",27,0.027
"Fearless","2012","Asia","Myanmar",40,0.04
"Fearless","2013","Asia","Myanmar",40,0.04
"Fearless","2014","Asia","Myanmar",39,0.039
"Fearless","2015","Asia","Myanmar",42,0.042
"Fearless","2016","Asia","Myanmar",31,0.031
"Fearless","2017","Asia","Myanmar",32,0.032
"Fearless","2018","Asia","Myanmar",37,0.037
"Fearless","2019","Asia","Myanmar",42,0.042
"Fearless","2020","Asia","Myanmar",40,0.04
"Fearless","2021","Asia","Myanmar",30,0.03
"Fearless","2008","Asia","Nepal",31,0.031
"Fearless","2009","Asia","Nepal",30,0.03
"Fearless","2010","Asia","Nepal",46,0.046
"Fearless","2011","Asia","Nepal",30,0.03
"Fearless","2012","Asia","Nepal",34,0.034
"Fearless","2013","Asia","Nepal",28,0.028
"Fearless","2014","Asia","Nepal",36,0.036
"Fearless","2015","Asia","Nepal",47,0.047
"Fearless","2016","Asia","Nepal",25,0.025
"Fearless","2017","Asia","Nepal",33,0.033
"Fearless","2018","Asia","Nepal",26,0.026
"Fearless","2019","Asia","Nepal",28,0.028
"Fearless","2020","Asia","Nepal",29,0.029
"Fearless","2021","Asia","Nepal",36,0.036
"Fearless","2008","Asia","North Korea",14,0.014
"Fearless","2009","Asia","North Korea",23,0.023
"Fearless","2010","Asia","North Korea",48,0.048
"Fearless","2011","Asia","North Korea",34,0.034
"Fearless","2012","Asia","North Korea",24,0.024
"Fearless","2013","Asia","North Korea",28,0.028
"Fearless","2014","Asia","North Korea",27,0.027
"Fearless","2015","Asia","North Korea",26,0.026
"Fearless","2016","Asia","North Korea",52,0.052
"Fearless","2017","Asia","North Korea",41,0.041
"Fearless","2018","Asia","North Korea",24,0.024
"Fearless","2019","Asia","North Korea",19,0.019
"Fearless","2020","Asia","North Korea",27,0.027
"Fearless","2021","Asia","North Korea",22,0.022
"Fearless","2008","Asia","Oman",45,0.045
"Fearless","2009","Asia","Oman",28,0.028
"Fearless","2010","Asia","Oman",32,0.032
"Fearless","2011","Asia","Oman",47,0.047
"Fearless","2012","Asia","Oman",36,0.036
"Fearless","2013","Asia","Oman",40,0.04
"Fearless","2014","Asia","Oman",30,0.03
"Fearless","2015","Asia","Oman",34,0.034
"Fearless","2016","Asia","Oman",67,0.067
"Fearless","2017","Asia","Oman",37,0.037
"Fearless","2018","Asia","Oman",41,0.041
"Fearless","2019","Asia","Oman",26,0.026
"Fearless","2020","Asia","Oman",25,0.025
"Fearless","2021","Asia","Oman",42,0.042
"Fearless","2008","Asia","Pakistan",26000,26
"Fearless","2009","Asia","Pakistan",21000,21
"Fearless","2010","Asia","Pakistan",13100,13.1
"Fearless","2011","Asia","Pakistan",11000,11
"Fearless","2012","Asia","Pakistan",9000,9
"Fearless","2013","Asia","Pakistan",8700,8.7
"Fearless","2014","Asia","Pakistan",7300,7.3
"Fearless","2015","Asia","Pakistan",2600,2.6
"Fearless","2016","Asia","Pakistan",150,0.15
"Fearless","2017","Asia","Pakistan",1200,1.2
"Fearless","2018","Asia","Pakistan",900,0.9
"Fearless","2019","Asia","Pakistan",400,0.4
"Fearless","2020","Asia","Pakistan",100,0.1
"Fearless","2021","Asia","Pakistan",50,0.05
"Fearless","2008","Asia","Palestine",39,0.039
"Fearless","2009","Asia","Palestine",36,0.036
"Fearless","2010","Asia","Palestine",22,0.022
"Fearless","2011","Asia","Palestine",53,0.053
"Fearless","2012","Asia","Palestine",43,0.043
"Fearless","2013","Asia","Palestine",40,0.04
"Fearless","2014","Asia","Palestine",42,0.042
"Fearless","2015","Asia","Palestine",42,0.042
"Fearless","2016","Asia","Palestine",41,0.041
"Fearless","2017","Asia","Palestine",48,0.048
"Fearless","2018","Asia","Palestine",32,0.032
"Fearless","2019","Asia","Palestine",57,0.057
"Fearless","2020","Asia","Palestine",28,0.028
"Fearless","2021","Asia","Palestine",21,0.021
"Fearless","2008","Asia","Philippines",32000,32
"Fearless","2009","Asia","Philippines",21000,21
"Fearless","2010","Asia","Philippines",13100,13.1
"Fearless","2011","Asia","Philippines",11000,11
"Fearless","2012","Asia","Philippines",9000,9
"Fearless","2013","Asia","Philippines",8700,8.7
"Fearless","2014","Asia","Philippines",7300,7.3
"Fearless","2015","Asia","Philippines",2600,2.6
"Fearless","2016","Asia","Philippines",150,0.15
"Fearless","2017","Asia","Philippines",1200,1.2
"Fearless","2018","Asia","Philippines",900,0.9
"Fearless","2019","Asia","Philippines",400,0.4
"Fearless","2020","Asia","Philippines",100,0.1
"Fearless","2021","Asia","Philippines",50,0.05
"Fearless","2008","Asia","Qatar",31,0.031
"Fearless","2009","Asia","Qatar",37,0.037
"Fearless","2010","Asia","Qatar",36,0.036
"Fearless","2011","Asia","Qatar",29,0.029
"Fearless","2012","Asia","Qatar",24,0.024
"Fearless","2013","Asia","Qatar",36,0.036
"Fearless","2014","Asia","Qatar",49,0.049
"Fearless","2015","Asia","Qatar",28,0.028
"Fearless","2016","Asia","Qatar",31,0.031
"Fearless","2017","Asia","Qatar",25,0.025
"Fearless","2018","Asia","Qatar",34,0.034
"Fearless","2019","Asia","Qatar",41,0.041
"Fearless","2020","Asia","Qatar",44,0.044
"Fearless","2021","Asia","Qatar",39,0.039
"Fearless","2008","Asia","Russia",55600,55.6
"Fearless","2009","Asia","Russia",22700,22.7
"Fearless","2010","Asia","Russia",11100,11.1
"Fearless","2011","Asia","Russia",6200,6.2
"Fearless","2012","Asia","Russia",1900,1.9
"Fearless","2013","Asia","Russia",1870,1.87
"Fearless","2014","Asia","Russia",1730,1.73
"Fearless","2015","Asia","Russia",1300,1.3
"Fearless","2016","Asia","Russia",150,0.15
"Fearless","2017","Asia","Russia",1000,1
"Fearless","2018","Asia","Russia",900,0.9
"Fearless","2019","Asia","Russia",400,0.4
"Fearless","2020","Asia","Russia",100,0.1
"Fearless","2021","Asia","Russia",50,0.05
"Fearless","2008","Asia","Saudi Arabia",40,0.04
"Fearless","2009","Asia","Saudi Arabia",52,0.052
"Fearless","2010","Asia","Saudi Arabia",37,0.037
"Fearless","2011","Asia","Saudi Arabia",54,0.054
"Fearless","2012","Asia","Saudi Arabia",42,0.042
"Fearless","2013","Asia","Saudi Arabia",38,0.038
"Fearless","2014","Asia","Saudi Arabia",44,0.044
"Fearless","2015","Asia","Saudi Arabia",16,0.016
"Fearless","2016","Asia","Saudi Arabia",33,0.033
"Fearless","2017","Asia","Saudi Arabia",46,0.046
"Fearless","2018","Asia","Saudi Arabia",25,0.025
"Fearless","2019","Asia","Saudi Arabia",28,0.028
"Fearless","2020","Asia","Saudi Arabia",44,0.044
"Fearless","2021","Asia","Saudi Arabia",48,0.048
"Fearless","2008","Asia","South Korea",40,0.04
"Fearless","2009","Asia","South Korea",45,0.045
"Fearless","2010","Asia","South Korea",30,0.03
"Fearless","2011","Asia","South Korea",19,0.019
"Fearless","2012","Asia","South Korea",47,0.047
"Fearless","2013","Asia","South Korea",51,0.051
"Fearless","2014","Asia","South Korea",37,0.037
"Fearless","2015","Asia","South Korea",21,0.021
"Fearless","2016","Asia","South Korea",40,0.04
"Fearless","2017","Asia","South Korea",19,0.019
"Fearless","2018","Asia","South Korea",46,0.046
"Fearless","2019","Asia","South Korea",38,0.038
"Fearless","2020","Asia","South Korea",36,0.036
"Fearless","2021","Asia","South Korea",36,0.036
"Fearless","2008","Asia","Taiwan",3300,3.3
"Fearless","2009","Asia","Taiwan",1900,1.9
"Fearless","2010","Asia","Taiwan",1100,1.1
"Fearless","2011","Asia","Taiwan",1000,1
"Fearless","2012","Asia","Taiwan",900,0.9
"Fearless","2013","Asia","Taiwan",870,0.87
"Fearless","2014","Asia","Taiwan",730,0.73
"Fearless","2015","Asia","Taiwan",600,0.6
"Fearless","2016","Asia","Taiwan",150,0.15
"Fearless","2017","Asia","Taiwan",300,0.3
"Fearless","2018","Asia","Taiwan",500,0.5
"Fearless","2019","Asia","Taiwan",400,0.4
"Fearless","2020","Asia","Taiwan",100,0.1
"Fearless","2021","Asia","Taiwan",50,0.05
"Fearless","2008","Asia","Thailand",1600,1.6
"Fearless","2009","Asia","Thailand",1050,1.05
"Fearless","2010","Asia","Thailand",750,0.75
"Fearless","2011","Asia","Thailand",560,0.56
"Fearless","2012","Asia","Thailand",400,0.4
"Fearless","2013","Asia","Thailand",320,0.32
"Fearless","2014","Asia","Thailand",300,0.3
"Fearless","2015","Asia","Thailand",250,0.25
"Fearless","2016","Asia","Thailand",5,0.005
"Fearless","2017","Asia","Thailand",20,0.02
"Fearless","2018","Asia","Thailand",15,0.015
"Fearless","2019","Asia","Thailand",10,0.01
"Fearless","2020","Asia","Thailand",5,0.005
"Fearless","2021","Asia","Thailand",0,0
"Fearless","2008","Asia","Turkey",26000,26
"Fearless","2009","Asia","Turkey",21000,21
"Fearless","2010","Asia","Turkey",13100,13.1
"Fearless","2011","Asia","Turkey",11000,11
"Fearless","2012","Asia","Turkey",9000,9
"Fearless","2013","Asia","Turkey",8700,8.7
"Fearless","2014","Asia","Turkey",7300,7.3
"Fearless","2015","Asia","Turkey",2600,2.6
"Fearless","2016","Asia","Turkey",150,0.15
"Fearless","2017","Asia","Turkey",1200,1.2
"Fearless","2018","Asia","Turkey",900,0.9
"Fearless","2019","Asia","Turkey",400,0.4
"Fearless","2020","Asia","Turkey",100,0.1
"Fearless","2021","Asia","Turkey",50,0.05
"Fearless","2008","Asia","Turkmenistan",30,0.03
"Fearless","2009","Asia","Turkmenistan",41,0.041
"Fearless","2010","Asia","Turkmenistan",38,0.038
"Fearless","2011","Asia","Turkmenistan",40,0.04
"Fearless","2012","Asia","Turkmenistan",37,0.037
"Fearless","2013","Asia","Turkmenistan",28,0.028
"Fearless","2014","Asia","Turkmenistan",37,0.037
